new_rank,player_name_raw,player_name_key,season,league,team,source,recommendation_score,score_component_pathway,score_component_performance,score_component_context,score_component_completeness,reason_summary,games,minutes_per_game,points_per_36,usage_proxy,ts_pct,fg_pct,three_pct,ft_pct,height,weight,age,official_player_url,official_stats_url,youtube_search_url,google_video_search_url,video_search_query,data_quality_warning,basketball_reference_search_url,league_official_search_url,rank,score,recommendation_season
318,Manny Obaseki,mannyobaseki,2025-2026,G League,TOT,pasted_stats_table,1.567540557667934,1.0,0.38649556400506974,0.0,0.5,common CBA source league/pathway; high usage proxy,28,21.178571428571427,15.0,0.4836666666666666,0.5203996669442131,0.427,0.385,0.711,,,23.0,,,https://www.youtube.com/results?search_query=Manny+Obaseki+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Manny+Obaseki+G+League+basketball+highlights,Manny Obaseki G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Manny+Obaseki%22+basketball,https://www.google.com/search?q=%22Manny+Obaseki%22+%22G+League%22+official+basketball+stats,318,1.567540557667934,2025-2026
319,Darius Brown II,dariusbrown,2025-2026,G League,CLC,pasted_stats_table,1.5673061213712356,1.0,0.5433355965960529,0.0,0.5,common CBA source league/pathway; efficient scoring profile,33,32.72727272727273,14.1,0.3978888888888888,0.633764832793959,0.439,0.4,0.828,,,,,,https://www.youtube.com/results?search_query=Darius+Brown+II+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Darius+Brown+II+G+League+basketball+highlights,Darius Brown II G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Darius+Brown+II%22+basketball,https://www.google.com/search?q=%22Darius+Brown+II%22+%22G+League%22+official+basketball+stats,319,1.5673061213712356,2025-2026
320,Jayson Kent,jaysonkent,2025-2026,G League,RIP,pasted_stats_table,1.5665768302251193,1.0,0.5250850986782545,0.0,0.5,common CBA source league/pathway; efficient scoring profile,33,30.96969696969697,14.9,0.3492222222222222,0.6609297374024131,0.503,0.401,0.895,,,23.0,,,https://www.youtube.com/results?search_query=Jayson+Kent+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jayson+Kent+G+League+basketball+highlights,Jayson Kent G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jayson+Kent%22+basketball,https://www.google.com/search?q=%22Jayson+Kent%22+%22G+League%22+official+basketball+stats,320,1.5665768302251193,2025-2026
321,Malevy Leons,malevyleons,2025-2026,G League,SCW,pasted_stats_table,1.566545378417527,1.0,0.4851815136701068,0.0,0.5,common CBA source league/pathway,19,33.473684210526315,14.5,0.421,0.5639390168014934,0.471,0.262,0.721,,,26.0,,,https://www.youtube.com/results?search_query=Malevy+Leons+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Malevy+Leons+G+League+basketball+highlights,Malevy Leons G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Malevy+Leons%22+basketball,https://www.google.com/search?q=%22Malevy+Leons%22+%22G+League%22+official+basketball+stats,321,1.566545378417527,2025-2026
322,Anthony Pritchard,anthonypritchard,2025-2026,G League,OKL,pasted_stats_table,1.5625024895889914,1.0,0.4716766250226326,0.0,0.5,common CBA source league/pathway; efficient scoring profile,25,31.0,14.5,0.4183333333333333,0.5818619582664526,0.549,0.261,0.576,,,22.0,,,https://www.youtube.com/results?search_query=Anthony+Pritchard+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Anthony+Pritchard+G+League+basketball+highlights,Anthony Pritchard G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Anthony+Pritchard%22+basketball,https://www.google.com/search?q=%22Anthony+Pritchard%22+%22G+League%22+official+basketball+stats,322,1.5625024895889914,2025-2026
323,Hunter Cattoor,huntercattoor,2025-2026,G League,LIN,pasted_stats_table,1.5620761738789306,1.0,0.4440824732934999,0.0,0.5,common CBA source league/pathway; efficient scoring profile,26,19.46153846153846,15.8,0.3402222222222222,0.678228021978022,0.458,0.429,0.75,,,25.0,,,https://www.youtube.com/results?search_query=Hunter+Cattoor+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Hunter+Cattoor+G+League+basketball+highlights,Hunter Cattoor G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Hunter+Cattoor%22+basketball,https://www.google.com/search?q=%22Hunter+Cattoor%22+%22G+League%22+official+basketball+stats,323,1.5620761738789306,2025-2026
324,Chandler Baker,chandlerbaker,2025-2026,G League,TOT,pasted_stats_table,1.5615261995292413,1.0,0.3228381314502987,0.0,0.444,common CBA source league/pathway; data warning: low_performance_stat_coverage,8,9.375,16.3,0.4416666666666666,0.5469798657718121,0.387,0.4,,,,,,,https://www.youtube.com/results?search_query=Chandler+Baker+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chandler+Baker+G+League+basketball+highlights,Chandler Baker G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Chandler+Baker%22+basketball,https://www.google.com/search?q=%22Chandler+Baker%22+%22G+League%22+official+basketball+stats,324,1.5615261995292413,2025-2026
325,Kobe Stewart,kobestewart,2025-2026,G League,TOT,pasted_stats_table,1.5598513790814172,1.0,0.419961071881224,0.0,0.5,common CBA source league/pathway; efficient scoring profile,34,21.176470588235293,15.3,0.3954444444444445,0.6151495657767772,0.491,0.358,0.737,,,23.0,,,https://www.youtube.com/results?search_query=Kobe+Stewart+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kobe+Stewart+G+League+basketball+highlights,Kobe Stewart G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kobe+Stewart%22+basketball,https://www.google.com/search?q=%22Kobe+Stewart%22+%22G+League%22+official+basketball+stats,325,1.5598513790814172,2025-2026
326,Tyrese Hunter,tyresehunter,2025-2026,G League,TOT,pasted_stats_table,1.5595037419276965,1.0,0.3385705232663408,0.0,0.5,common CBA source league/pathway; high usage proxy,12,8.083333333333334,15.6,0.4514444444444444,0.571344857896279,0.394,0.286,0.889,,,22.0,,,https://www.youtube.com/results?search_query=Tyrese+Hunter+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tyrese+Hunter+G+League+basketball+highlights,Tyrese Hunter G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Tyrese+Hunter%22+basketball,https://www.google.com/search?q=%22Tyrese+Hunter%22+%22G+League%22+official+basketball+stats,326,1.5595037419276965,2025-2026
327,Nate Santos,natesantos,2025-2026,G League,IWA,pasted_stats_table,1.5594161461162412,1.0,0.41299791779829803,0.0,0.5,common CBA source league/pathway; efficient scoring profile,27,24.77777777777778,15.3,0.4006666666666666,0.5919220055710307,0.395,0.351,0.821,,,24.0,,,https://www.youtube.com/results?search_query=Nate+Santos+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Nate+Santos+G+League+basketball+highlights,Nate Santos G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Nate+Santos%22+basketball,https://www.google.com/search?q=%22Nate+Santos%22+%22G+League%22+official+basketball+stats,327,1.5594161461162412,2025-2026
328,Tyrese Samuel,tyresesamuel,2025-2026,G League,TOT,pasted_stats_table,1.5589484051542037,1.0,0.4416825095057034,0.0,0.5,common CBA source league/pathway; efficient scoring profile,32,19.875,15.2,0.3781111111111112,0.6659656501927794,0.625,0.0,0.575,,,,,,https://www.youtube.com/results?search_query=Tyrese+Samuel+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Tyrese+Samuel+G+League+basketball+highlights,Tyrese Samuel G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Tyrese+Samuel%22+basketball,https://www.google.com/search?q=%22Tyrese+Samuel%22+%22G+League%22+official+basketball+stats,328,1.5589484051542037,2025-2026
329,Caleb Grill,calebgrill,2025-2026,G League,TOT,pasted_stats_table,1.5586262221618687,1.0,0.42017155531414085,0.0,0.5,common CBA source league/pathway; efficient scoring profile,27,23.62962962962963,15.5,0.3743333333333333,0.6066061365059486,0.439,0.385,0.714,,,25.0,,,https://www.youtube.com/results?search_query=Caleb+Grill+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Caleb+Grill+G+League+basketball+highlights,Caleb Grill G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Caleb+Grill%22+basketball,https://www.google.com/search?q=%22Caleb+Grill%22+%22G+League%22+official+basketball+stats,329,1.5586262221618687,2025-2026
330,Josh Minott,joshminott,2025-2026,G League,LIN,pasted_stats_table,1.5572700072424408,1.0,0.4060800289697628,0.0,0.5,common CBA source league/pathway,3,24.666666666666668,15.1,0.415,0.5789877300613497,0.385,0.444,1.0,,,,,,https://www.youtube.com/results?search_query=Josh+Minott+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Josh+Minott+G+League+basketball+highlights,Josh Minott G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Josh+Minott%22+basketball,https://www.google.com/search?q=%22Josh+Minott%22+%22G+League%22+official+basketball+stats,330,1.5572700072424408,2025-2026
331,Steven Ashworth,stevenashworth,2025-2026,G League,NOB,pasted_stats_table,1.552584419699439,1.0,0.4503376787977548,0.0,0.5,common CBA source league/pathway; efficient scoring profile,4,25.75,14.0,0.44,0.6013745704467355,0.469,0.222,1.0,,,,,,https://www.youtube.com/results?search_query=Steven+Ashworth+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Steven+Ashworth+G+League+basketball+highlights,Steven Ashworth G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Steven+Ashworth%22+basketball,https://www.google.com/search?q=%22Steven+Ashworth%22+%22G+League%22+official+basketball+stats,331,1.552584419699439,2025-2026
332,Sean McDermott,seanmcdermott,2025-2026,G League,VAL,pasted_stats_table,1.5520073556038387,1.0,0.44669608908202063,0.0,0.5,common CBA source league/pathway,36,31.47222222222222,14.7,0.3853333333333333,0.5710068365444375,0.413,0.349,0.69,,,,,,https://www.youtube.com/results?search_query=Sean+McDermott+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Sean+McDermott+G+League+basketball+highlights,Sean McDermott G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Sean+McDermott%22+basketball,https://www.google.com/search?q=%22Sean+McDermott%22+%22G+League%22+official+basketball+stats,332,1.5520073556038387,2025-2026
333,Terry Roberts,terryroberts,2025-2026,G League,LIN,pasted_stats_table,1.551162773854789,1.0,0.3636510954191563,0.0,0.5,common CBA source league/pathway; high usage proxy,23,20.043478260869566,14.1,0.513,0.490673719376392,0.378,0.294,0.714,,,,,,https://www.youtube.com/results?search_query=Terry+Roberts+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Terry+Roberts+G+League+basketball+highlights,Terry Roberts G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Terry+Roberts%22+basketball,https://www.google.com/search?q=%22Terry+Roberts%22+%22G+League%22+official+basketball+stats,333,1.551162773854789,2025-2026
334,Sean McNeil,seanmcneil,2025-2026,G League,CLC,pasted_stats_table,1.5510206485002114,1.0,0.44163814955640046,0.0,0.5,common CBA source league/pathway; efficient scoring profile,30,24.03333333333333,15.2,0.3464444444444444,0.6401617250673854,0.451,0.423,0.885,,,,,,https://www.youtube.com/results?search_query=Sean+McNeil+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Sean+McNeil+G+League+basketball+highlights,Sean McNeil G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Sean+McNeil%22+basketball,https://www.google.com/search?q=%22Sean+McNeil%22+%22G+League%22+official+basketball+stats,334,1.5510206485002114,2025-2026
335,Anton Watson,antonwatson,2025-2026,G League,SBL,pasted_stats_table,1.5508137561108095,1.0,0.4682550244432373,0.0,0.5,common CBA source league/pathway; efficient scoring profile,36,27.416666666666668,14.8,0.351,0.6414701803051318,0.519,0.339,0.706,,,,,,https://www.youtube.com/results?search_query=Anton+Watson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Anton+Watson+G+League+basketball+highlights,Anton Watson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Anton+Watson%22+basketball,https://www.google.com/search?q=%22Anton+Watson%22+%22G+League%22+official+basketball+stats,335,1.5508137561108095,2025-2026
336,Samson Johnson,samsonjohnson,2025-2026,G League,NOB,pasted_stats_table,1.5476781097229766,1.0,0.4781124388919066,0.0,0.444,common CBA source league/pathway; efficient scoring profile; data warning: low_performance_stat_coverage,32,21.46875,14.9,0.3429999999999999,0.7414410828025478,0.701,,0.606,,,,,,https://www.youtube.com/results?search_query=Samson+Johnson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Samson+Johnson+G+League+basketball+highlights,Samson Johnson G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Samson+Johnson%22+basketball,https://www.google.com/search?q=%22Samson+Johnson%22+%22G+League%22+official+basketball+stats,336,1.5476781097229766,2025-2026
337,Chris Mañon,chrismanon,2025-2026,G League,SBL,pasted_stats_table,1.5473439027702336,1.0,0.4463756110809342,0.0,0.5,common CBA source league/pathway; efficient scoring profile,33,25.24242424242424,14.7,0.367,0.6329658973475715,0.512,0.32,0.698,,,24.0,,,https://www.youtube.com/results?search_query=Chris+Ma%C3%B1on+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chris+Ma%C3%B1on+G+League+basketball+highlights,Chris Mañon G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Chris+Ma%C3%B1on%22+basketball,https://www.google.com/search?q=%22Chris+Ma%C3%B1on%22+%22G+League%22+official+basketball+stats,337,1.5473439027702336,2025-2026
338,DJ Rodman,djrodman,2025-2026,G League,GBO,pasted_stats_table,1.546068448608848,1.0,0.4298293499909469,0.0,0.5,common CBA source league/pathway; efficient scoring profile,29,17.655172413793103,15.0,0.3544444444444445,0.6843065693430657,0.486,0.426,0.762,,,,,,https://www.youtube.com/results?search_query=DJ+Rodman+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=DJ+Rodman+G+League+basketball+highlights,DJ Rodman G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22DJ+Rodman%22+basketball,https://www.google.com/search?q=%22DJ+Rodman%22+%22G+League%22+official+basketball+stats,338,1.546068448608848,2025-2026
339,JaQuori McLaughlin,jaquorimclaughlin,2025-2026,G League,VAL,pasted_stats_table,1.5459753606131932,1.0,0.4307903313416621,0.0,0.5,common CBA source league/pathway,16,28.5,14.2,0.417111111111111,0.5764858720363755,0.399,0.356,0.833,,,28.0,,,https://www.youtube.com/results?search_query=JaQuori+McLaughlin+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=JaQuori+McLaughlin+G+League+basketball+highlights,JaQuori McLaughlin G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22JaQuori+McLaughlin%22+basketball,https://www.google.com/search?q=%22JaQuori+McLaughlin%22+%22G+League%22+official+basketball+stats,339,1.5459753606131932,2025-2026
340,Jonathan Pierre,jonathanpierre,2025-2026,G League,TOT,pasted_stats_table,1.5428315151789487,1.0,0.3231038384935724,0.0,0.5,common CBA source league/pathway,26,15.384615384615383,15.4,0.4162222222222222,0.5627009646302251,0.408,0.339,0.583,,,22.0,,,https://www.youtube.com/results?search_query=Jonathan+Pierre+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jonathan+Pierre+G+League+basketball+highlights,Jonathan Pierre G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jonathan+Pierre%22+basketball,https://www.google.com/search?q=%22Jonathan+Pierre%22+%22G+League%22+official+basketball+stats,340,1.5428315151789487,2025-2026
341,Brandon Slater,brandonslater,2025-2026,G League,GBO,pasted_stats_table,1.5413390895648502,1.0,0.34124524714828897,0.0,0.5,common CBA source league/pathway; efficient scoring profile,14,14.285714285714286,15.3,0.4001111111111111,0.5974695407685099,0.418,0.319,0.778,,,26.0,,,https://www.youtube.com/results?search_query=Brandon+Slater+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Brandon+Slater+G+League+basketball+highlights,Brandon Slater G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Brandon+Slater%22+basketball,https://www.google.com/search?q=%22Brandon+Slater%22+%22G+League%22+official+basketball+stats,341,1.5413390895648502,2025-2026
