new_rank,player_name_raw,player_name_key,season,league,team,source,recommendation_score,score_component_pathway,score_component_performance,score_component_context,score_component_completeness,reason_summary,games,minutes_per_game,points_per_36,usage_proxy,ts_pct,fg_pct,three_pct,ft_pct,height,weight,age,official_player_url,official_stats_url,youtube_search_url,google_video_search_url,video_search_query,data_quality_warning,basketball_reference_search_url,league_official_search_url,rank,score,recommendation_season
278,Nolan Traoré,nolantraore,2025-2026,G League,LIN,pasted_stats_table,1.6043274262176355,1.0,0.6109763715372081,0.0,0.5,common CBA source league/pathway; efficient scoring profile,1,31.0,15.1,0.3983333333333333,0.8840749414519907,0.667,0.5,1.0,,,19.0,,,https://www.youtube.com/results?search_query=Nolan+Traor%C3%A9+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Nolan+Traor%C3%A9+G+League+basketball+highlights,Nolan Traoré G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Nolan+Traor%C3%A9%22+basketball,https://www.google.com/search?q=%22Nolan+Traor%C3%A9%22+%22G+League%22+official+basketball+stats,278,1.6043274262176355,2025-2026
279,Quincy Guerrier,quincyguerrier,2025-2026,G League,RAP,pasted_stats_table,1.602449959261271,1.0,0.46246650371175085,0.0,0.5,common CBA source league/pathway; efficient scoring profile,20,21.65,16.5,0.4273333333333333,0.6028938906752412,0.473,0.308,0.628,,,,,,https://www.youtube.com/results?search_query=Quincy+Guerrier+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Quincy+Guerrier+G+League+basketball+highlights,Quincy Guerrier G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Quincy+Guerrier%22+basketball,https://www.google.com/search?q=%22Quincy+Guerrier%22+%22G+League%22+official+basketball+stats,279,1.602449959261271,2025-2026
280,Viktor Lakhin,viktorlakhin,2025-2026,G League,OKL,pasted_stats_table,1.6016166334721469,1.0,0.42935542277747596,0.0,0.5,common CBA source league/pathway; high usage proxy,19,18.894736842105264,16.2,0.4811111111111111,0.5736543909348442,0.445,0.222,0.7,,,24.0,,,https://www.youtube.com/results?search_query=Viktor+Lakhin+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Viktor+Lakhin+G+League+basketball+highlights,Viktor Lakhin G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Viktor+Lakhin%22+basketball,https://www.google.com/search?q=%22Viktor+Lakhin%22+%22G+League%22+official+basketball+stats,280,1.6016166334721469,2025-2026
281,Ja'Vier Francis,javierfrancis,2025-2026,G League,SCW,pasted_stats_table,1.601181068561772,1.0,0.46594649646931013,0.0,0.5,common CBA source league/pathway; efficient scoring profile,33,14.212121212121213,16.7,0.4027777777777778,0.6788617886178863,0.651,0.0,0.545,,,22.0,,,https://www.youtube.com/results?search_query=Ja%27Vier+Francis+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ja%27Vier+Francis+G+League+basketball+highlights,Ja'Vier Francis G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Ja%27Vier+Francis%22+basketball,https://www.google.com/search?q=%22Ja%27Vier+Francis%22+%22G+League%22+official+basketball+stats,281,1.601181068561772,2025-2026
282,Terrell Brown Jr.,terrellbrown,2025-2026,G League,GBO,pasted_stats_table,1.6003290331341664,1.0,0.4416494658699982,0.0,0.5,common CBA source league/pathway; high usage proxy,36,25.27777777777778,16.0,0.4796666666666667,0.5380683346785041,0.401,0.309,0.786,,,,,,https://www.youtube.com/results?search_query=Terrell+Brown+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Terrell+Brown+Jr.+G+League+basketball+highlights,Terrell Brown Jr. G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Terrell+Brown+Jr.%22+basketball,https://www.google.com/search?q=%22Terrell+Brown+Jr.%22+%22G+League%22+official+basketball+stats,282,1.6003290331341664,2025-2026
283,Noah Penda,noahpenda,2025-2026,G League,OSC,pasted_stats_table,1.5996811289154447,1.0,0.492724515661778,0.0,0.5,common CBA source league/pathway; high usage proxy,1,31.0,15.1,0.498,0.5232880510119212,0.333,0.5,1.0,,,21.0,,,https://www.youtube.com/results?search_query=Noah+Penda+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Noah+Penda+G+League+basketball+highlights,Noah Penda G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Noah+Penda%22+basketball,https://www.google.com/search?q=%22Noah+Penda%22+%22G+League%22+official+basketball+stats,283,1.5996811289154447,2025-2026
284,Jalen Bridges,jalenbridges,2025-2026,G League,MNE,pasted_stats_table,1.5992268996318426,1.0,0.5277964874162593,0.0,0.5,common CBA source league/pathway; efficient scoring profile,36,33.388888888888886,15.9,0.3971111111111111,0.5979241877256317,0.433,0.39,0.867,,,,,,https://www.youtube.com/results?search_query=Jalen+Bridges+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jalen+Bridges+G+League+basketball+highlights,Jalen Bridges G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jalen+Bridges%22+basketball,https://www.google.com/search?q=%22Jalen+Bridges%22+%22G+League%22+official+basketball+stats,284,1.5992268996318426,2025-2026
285,Cody Martin,codymartin,2025-2026,G League,NOB,pasted_stats_table,1.5987623951354941,1.0,0.47182735831975375,0.0,0.5,common CBA source league/pathway; high usage proxy,15,28.933333333333334,15.5,0.4832222222222222,0.534630242825607,0.476,0.234,0.636,,,30.0,,,https://www.youtube.com/results?search_query=Cody+Martin+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Cody+Martin+G+League+basketball+highlights,Cody Martin G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Cody+Martin%22+basketball,https://www.google.com/search?q=%22Cody+Martin%22+%22G+League%22+official+basketball+stats,285,1.5987623951354941,2025-2026
286,Jarkel Joiner,jarkeljoiner,2025-2026,G League,RAP,pasted_stats_table,1.5987011361578853,1.0,0.44380454463154084,0.0,0.5,common CBA source league/pathway; high usage proxy,35,25.742857142857144,16.2,0.455,0.5517711171662124,0.436,0.354,0.837,,,26.0,,,https://www.youtube.com/results?search_query=Jarkel+Joiner+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jarkel+Joiner+G+League+basketball+highlights,Jarkel Joiner G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jarkel+Joiner%22+basketball,https://www.google.com/search?q=%22Jarkel+Joiner%22+%22G+League%22+official+basketball+stats,286,1.5987011361578853,2025-2026
287,Caleb McConnell,calebmcconnell,2025-2026,G League,RGV,pasted_stats_table,1.597169473112439,1.0,0.4760112257830889,0.0,0.5,common CBA source league/pathway; efficient scoring profile,27,24.96296296296296,16.0,0.4326666666666667,0.6025911419102139,0.458,0.273,0.782,,,26.0,,,https://www.youtube.com/results?search_query=Caleb+McConnell+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Caleb+McConnell+G+League+basketball+highlights,Caleb McConnell G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Caleb+McConnell%22+basketball,https://www.google.com/search?q=%22Caleb+McConnell%22+%22G+League%22+official+basketball+stats,287,1.597169473112439,2025-2026
288,Isaiah Stevens,isaiahstevens,2025-2026,G League,STO,pasted_stats_table,1.5945684259762207,1.0,0.5291625927937715,0.0,0.5,common CBA source league/pathway,20,34.05,15.1,0.4411111111111112,0.5728376327769347,0.468,0.266,0.868,,,,,,https://www.youtube.com/results?search_query=Isaiah+Stevens+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Isaiah+Stevens+G+League+basketball+highlights,Isaiah Stevens G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Isaiah+Stevens%22+basketball,https://www.google.com/search?q=%22Isaiah+Stevens%22+%22G+League%22+official+basketball+stats,288,1.5945684259762207,2025-2026
289,Jonas Aidoo,jonasaidoo,2025-2026,G League,GBO,pasted_stats_table,1.594028343593458,1.0,0.42166892992938615,0.0,0.5,common CBA source league/pathway; efficient scoring profile,30,11.466666666666669,16.8,0.4104444444444444,0.6375227686703097,0.561,0.188,0.714,,,23.0,,,https://www.youtube.com/results?search_query=Jonas+Aidoo+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jonas+Aidoo+G+League+basketball+highlights,Jonas Aidoo G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jonas+Aidoo%22+basketball,https://www.google.com/search?q=%22Jonas+Aidoo%22+%22G+League%22+official+basketball+stats,289,1.594028343593458,2025-2026
290,Franco Miller Jr.,francomiller,2025-2026,G League,SCW,pasted_stats_table,1.5939241505220594,1.0,0.40880771319934817,0.0,0.5,common CBA source league/pathway; high usage proxy,29,21.103448275862068,15.6,0.5188888888888888,0.494296577946768,0.356,0.287,0.735,,,26.0,,,https://www.youtube.com/results?search_query=Franco+Miller+Jr.+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Franco+Miller+Jr.+G+League+basketball+highlights,Franco Miller Jr. G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Franco+Miller+Jr.%22+basketball,https://www.google.com/search?q=%22Franco+Miller+Jr.%22+%22G+League%22+official+basketball+stats,290,1.5939241505220594,2025-2026
291,Stefan Todorovic,stefantodorovic,2025-2026,G League,TOT,pasted_stats_table,1.5933930306596658,1.0,0.3786832337497737,0.0,0.5,common CBA source league/pathway; high usage proxy,27,15.037037037037036,16.5,0.4748888888888889,0.5465023847376789,0.405,0.208,0.737,,,23.0,,,https://www.youtube.com/results?search_query=Stefan+Todorovic+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Stefan+Todorovic+G+League+basketball+highlights,Stefan Todorovic G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Stefan+Todorovic%22+basketball,https://www.google.com/search?q=%22Stefan+Todorovic%22+%22G+League%22+official+basketball+stats,291,1.5933930306596658,2025-2026
292,Jordan Hall,jordanhall,2025-2026,G League,TOT,pasted_stats_table,1.5922444851831734,1.0,0.4375334962882491,0.0,0.5,common CBA source league/pathway; high usage proxy,27,26.296296296296298,14.6,0.5634444444444445,0.4298162976919453,0.338,0.323,0.714,,,24.0,,,https://www.youtube.com/results?search_query=Jordan+Hall+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jordan+Hall+G+League+basketball+highlights,Jordan Hall G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jordan+Hall%22+basketball,https://www.google.com/search?q=%22Jordan+Hall%22+%22G+League%22+official+basketball+stats,292,1.5922444851831734,2025-2026
293,Dre Davis,dredavis,2025-2026,G League,LIN,pasted_stats_table,1.5895161596958176,1.0,0.3993979721166033,0.0,0.5,common CBA source league/pathway; high usage proxy,26,17.5,16.1,0.4706666666666666,0.5651502386969953,0.43,0.242,0.788,,,24.0,,,https://www.youtube.com/results?search_query=Dre+Davis+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Dre+Davis+G+League+basketball+highlights,Dre Davis G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Dre+Davis%22+basketball,https://www.google.com/search?q=%22Dre+Davis%22+%22G+League%22+official+basketball+stats,293,1.5895161596958176,2025-2026
294,Liam Robbins,liamrobbins,2025-2026,G League,RIP,pasted_stats_table,1.5889430185889313,1.0,0.41632762991128014,0.0,0.5,common CBA source league/pathway; efficient scoring profile,22,17.772727272727273,16.2,0.4434444444444445,0.5927985948477751,0.455,0.255,0.588,,,26.0,,,https://www.youtube.com/results?search_query=Liam+Robbins+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Liam+Robbins+G+League+basketball+highlights,Liam Robbins G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Liam+Robbins%22+basketball,https://www.google.com/search?q=%22Liam+Robbins%22+%22G+League%22+official+basketball+stats,294,1.5889430185889313,2025-2026
295,Jahmyl Telfort,jahmyltelfort,2025-2026,G League,SDC,pasted_stats_table,1.5885702290421875,1.0,0.5289475828354155,0.0,0.5,common CBA source league/pathway; efficient scoring profile,36,35.916666666666664,15.3,0.4013333333333333,0.5818375418314573,0.464,0.338,0.738,,,24.0,,,https://www.youtube.com/results?search_query=Jahmyl+Telfort+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jahmyl+Telfort+G+League+basketball+highlights,Jahmyl Telfort G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jahmyl+Telfort%22+basketball,https://www.google.com/search?q=%22Jahmyl+Telfort%22+%22G+League%22+official+basketball+stats,295,1.5885702290421875,2025-2026
296,Taelon Peter,taelonpeter,2025-2026,G League,NOB,pasted_stats_table,1.5874460589051844,1.0,0.48589534673184864,0.0,0.5,common CBA source league/pathway,14,31.285714285714285,15.4,0.4318888888888889,0.5641852286049238,0.376,0.339,0.952,,,,,,https://www.youtube.com/results?search_query=Taelon+Peter+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Taelon+Peter+G+League+basketball+highlights,Taelon Peter G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Taelon+Peter%22+basketball,https://www.google.com/search?q=%22Taelon+Peter%22+%22G+League%22+official+basketball+stats,296,1.5874460589051844,2025-2026
297,RJ Felton,rjfelton,2025-2026,G League,NOB,pasted_stats_table,1.586701430382039,1.0,0.410805721528155,0.0,0.5,common CBA source league/pathway,26,20.653846153846157,16.1,0.448,0.5657857745290976,0.444,0.36,0.889,,,,,,https://www.youtube.com/results?search_query=RJ+Felton+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=RJ+Felton+G+League+basketball+highlights,RJ Felton G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22RJ+Felton%22+basketball,https://www.google.com/search?q=%22RJ+Felton%22+%22G+League%22+official+basketball+stats,297,1.586701430382039,2025-2026
298,Akoldah Gak,akoldahgak,2025-2026,G League,CCG,pasted_stats_table,1.5858410435149979,1.0,0.453808618504436,0.0,0.5,common CBA source league/pathway; efficient scoring profile,33,16.606060606060606,16.3,0.3855555555555556,0.6691297208538587,0.628,0.133,0.581,,,23.0,,,https://www.youtube.com/results?search_query=Akoldah+Gak+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Akoldah+Gak+G+League+basketball+highlights,Akoldah Gak G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Akoldah+Gak%22+basketball,https://www.google.com/search?q=%22Akoldah+Gak%22+%22G+League%22+official+basketball+stats,298,1.5858410435149979,2025-2026
299,Craig Randall II,craigrandall,2025-2026,G League,TOT,pasted_stats_table,1.5856575064880198,1.0,0.412807803729857,0.0,0.444,common CBA source league/pathway; high usage proxy; data warning: low_performance_stat_coverage,3,21.33333333333333,13.5,0.6722222222222223,0.3534031413612565,0.294,0.167,,,,,,,https://www.youtube.com/results?search_query=Craig+Randall+II+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Craig+Randall+II+G+League+basketball+highlights,Craig Randall II G League basketball highlights,low_performance_stat_coverage,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Craig+Randall+II%22+basketball,https://www.google.com/search?q=%22Craig+Randall+II%22+%22G+League%22+official+basketball+stats,299,1.5856575064880198,2025-2026
300,Felipe Haase,felipehaase,2025-2026,G League,MXC,pasted_stats_table,1.5830497389703664,1.0,0.41197673365924314,0.0,0.5,common CBA source league/pathway,31,22.06451612903226,15.9,0.4482222222222222,0.5584433829727451,0.374,0.329,0.917,,,,,,https://www.youtube.com/results?search_query=Felipe+Haase+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Felipe+Haase+G+League+basketball+highlights,Felipe Haase G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Felipe+Haase%22+basketball,https://www.google.com/search?q=%22Felipe+Haase%22+%22G+League%22+official+basketball+stats,300,1.5830497389703664,2025-2026
301,Justyn Hamilton,justynhamilton,2025-2026,G League,TOT,pasted_stats_table,1.5825292111775002,1.0,0.35889462248777837,0.0,0.5,common CBA source league/pathway; high usage proxy,28,14.785714285714286,15.6,0.5232222222222221,0.4864055874282864,0.446,0.067,0.591,,,,,,https://www.youtube.com/results?search_query=Justyn+Hamilton+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Justyn+Hamilton+G+League+basketball+highlights,Justyn Hamilton G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Justyn+Hamilton%22+basketball,https://www.google.com/search?q=%22Justyn+Hamilton%22+%22G+League%22+official+basketball+stats,301,1.5825292111775002,2025-2026
302,Andersson Garcia,anderssongarcia,2025-2026,G League,MXC,pasted_stats_table,1.5814295295431227,1.0,0.5172736737280463,0.0,0.5,common CBA source league/pathway; efficient scoring profile,30,26.8,15.5,0.3684444444444444,0.6760293091416608,0.578,0.261,0.696,,,25.0,,,https://www.youtube.com/results?search_query=Andersson+Garcia+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Andersson+Garcia+G+League+basketball+highlights,Andersson Garcia G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Andersson+Garcia%22+basketball,https://www.google.com/search?q=%22Andersson+Garcia%22+%22G+League%22+official+basketball+stats,302,1.5814295295431227,2025-2026
303,Kessler Edwards,kessleredwards,2025-2026,G League,GRG,pasted_stats_table,1.580959879896192,1.0,0.523061741806989,0.0,0.5,common CBA source league/pathway; efficient scoring profile,20,33.6,15.1,0.3927777777777777,0.60207336523126,0.484,0.4,0.789,,,25.0,,,https://www.youtube.com/results?search_query=Kessler+Edwards+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kessler+Edwards+G+League+basketball+highlights,Kessler Edwards G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kessler+Edwards%22+basketball,https://www.google.com/search?q=%22Kessler+Edwards%22+%22G+League%22+official+basketball+stats,303,1.580959879896192,2025-2026
304,Ricky Council IV,rickycouncil,2025-2026,G League,RGV,pasted_stats_table,1.5788709563039411,1.0,0.42670604743798657,0.0,0.5,common CBA source league/pathway,5,27.4,15.8,0.4247777777777777,0.5566516347237881,0.412,0.375,0.571,,,24.0,,,https://www.youtube.com/results?search_query=Ricky+Council+IV+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Ricky+Council+IV+G+League+basketball+highlights,Ricky Council IV G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Ricky+Council+IV%22+basketball,https://www.google.com/search?q=%22Ricky+Council+IV%22+%22G+League%22+official+basketball+stats,304,1.5788709563039411,2025-2026
305,Reynan dos Santos,reynandossantos,2025-2026,G League,MXC,pasted_stats_table,1.5781203603114249,1.0,0.41414810791236645,0.0,0.5,common CBA source league/pathway,15,22.8,15.9,0.4263333333333333,0.5740901213171578,0.46,0.4,0.75,,,21.0,,,https://www.youtube.com/results?search_query=Reynan+dos+Santos+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Reynan+dos+Santos+G+League+basketball+highlights,Reynan dos Santos G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Reynan+dos+Santos%22+basketball,https://www.google.com/search?q=%22Reynan+dos+Santos%22+%22G+League%22+official+basketball+stats,305,1.5781203603114249,2025-2026
306,Saint Thomas,saintthomas,2025-2026,G League,DEL,pasted_stats_table,1.578075283662261,1.0,0.46285669020459896,0.0,0.5,common CBA source league/pathway,36,29.47222222222222,15.2,0.4334444444444444,0.571256764882742,0.466,0.331,0.804,,,22.0,,,https://www.youtube.com/results?search_query=Saint+Thomas+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Saint+Thomas+G+League+basketball+highlights,Saint Thomas G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Saint+Thomas%22+basketball,https://www.google.com/search?q=%22Saint+Thomas%22+%22G+League%22+official+basketball+stats,306,1.578075283662261,2025-2026
307,Jordan Minor,jordanminor,2025-2026,G League,TOT,pasted_stats_table,1.5778773387048104,1.0,0.4130649103747963,0.0,0.5,common CBA source league/pathway; efficient scoring profile,30,17.666666666666668,16.2,0.4024444444444445,0.6141947224749772,0.54,1.0,0.625,,,,,,https://www.youtube.com/results?search_query=Jordan+Minor+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jordan+Minor+G+League+basketball+highlights,Jordan Minor G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jordan+Minor%22+basketball,https://www.google.com/search?q=%22Jordan+Minor%22+%22G+League%22+official+basketball+stats,307,1.5778773387048104,2025-2026
308,Andrew Carr,andrewcarr,2025-2026,G League,RIP,pasted_stats_table,1.57772635644879,1.0,0.49512764801738185,0.0,0.5,common CBA source league/pathway; efficient scoring profile,35,26.65714285714286,15.4,0.3837777777777778,0.651658767772512,0.524,0.365,0.73,,,23.0,,,https://www.youtube.com/results?search_query=Andrew+Carr+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Andrew+Carr+G+League+basketball+highlights,Andrew Carr G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Andrew+Carr%22+basketball,https://www.google.com/search?q=%22Andrew+Carr%22+%22G+League%22+official+basketball+stats,308,1.57772635644879,2025-2026
309,John Ukomadu,johnukomadu,2025-2026,G League,MCC,pasted_stats_table,1.5770292941638,1.0,0.45967273221075505,0.0,0.5,common CBA source league/pathway; efficient scoring profile,36,24.0,15.7,0.3924444444444444,0.6265964240102171,0.474,0.385,0.828,,,,,,https://www.youtube.com/results?search_query=John+Ukomadu+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=John+Ukomadu+G+League+basketball+highlights,John Ukomadu G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22John+Ukomadu%22+basketball,https://www.google.com/search?q=%22John+Ukomadu%22+%22G+League%22+official+basketball+stats,309,1.5770292941638,2025-2026
310,Sheldon Edwards,sheldonedwards,2025-2026,G League,TEX,pasted_stats_table,1.574116995594182,1.0,0.3916902045989498,0.0,0.5,common CBA source league/pathway; high usage proxy,29,24.620689655172413,15.4,0.4727777777777777,0.4867256637168141,0.356,0.31,0.8,,,25.0,,,https://www.youtube.com/results?search_query=Sheldon+Edwards+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Sheldon+Edwards+G+League+basketball+highlights,Sheldon Edwards G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Sheldon+Edwards%22+basketball,https://www.google.com/search?q=%22Sheldon+Edwards%22+%22G+League%22+official+basketball+stats,310,1.574116995594182,2025-2026
311,Derek Ogbeide,derekogbeide,2025-2026,G League,TOT,pasted_stats_table,1.5731007755446922,1.0,0.42718087995654536,0.0,0.5,common CBA source league/pathway; efficient scoring profile,36,14.77777777777778,16.0,0.3852222222222222,0.6629101756711966,0.591,0.0,0.697,,,28.0,,,https://www.youtube.com/results?search_query=Derek+Ogbeide+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Derek+Ogbeide+G+League+basketball+highlights,Derek Ogbeide G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Derek+Ogbeide%22+basketball,https://www.google.com/search?q=%22Derek+Ogbeide%22+%22G+League%22+official+basketball+stats,311,1.5731007755446922,2025-2026
312,Alex Fudge,alexfudge,2025-2026,G League,SXF,pasted_stats_table,1.5725624660510593,1.0,0.40858319753757016,0.0,0.5,common CBA source league/pathway; efficient scoring profile,29,14.724137931034482,15.9,0.4096666666666666,0.6285578747628083,0.589,0.158,0.6,,,22.0,,,https://www.youtube.com/results?search_query=Alex+Fudge+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Alex+Fudge+G+League+basketball+highlights,Alex Fudge G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Alex+Fudge%22+basketball,https://www.google.com/search?q=%22Alex+Fudge%22+%22G+League%22+official+basketball+stats,312,1.5725624660510593,2025-2026
313,Adama Bal,adamabal,2025-2026,G League,WES,pasted_stats_table,1.5719234866316616,1.0,0.36758283541553505,0.0,0.5,common CBA source league/pathway,18,15.38888888888889,16.2,0.4241111111111111,0.5798969072164948,0.4,0.311,0.706,,,22.0,,,https://www.youtube.com/results?search_query=Adama+Bal+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Adama+Bal+G+League+basketball+highlights,Adama Bal G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Adama+Bal%22+basketball,https://www.google.com/search?q=%22Adama+Bal%22+%22G+League%22+official+basketball+stats,313,1.5719234866316616,2025-2026
314,Miller Kopp,millerkopp,2025-2026,G League,CLC,pasted_stats_table,1.5709318984247693,1.0,0.4920609270324099,0.0,0.5,common CBA source league/pathway; efficient scoring profile,17,26.176470588235293,15.5,0.3516666666666667,0.6646655231560892,0.456,0.371,0.889,,,27.0,,,https://www.youtube.com/results?search_query=Miller+Kopp+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Miller+Kopp+G+League+basketball+highlights,Miller Kopp G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Miller+Kopp%22+basketball,https://www.google.com/search?q=%22Miller+Kopp%22+%22G+League%22+official+basketball+stats,314,1.5709318984247693,2025-2026
315,Pedro Bradshaw,pedrobradshaw,2025-2026,G League,MNE,pasted_stats_table,1.5705973957390307,1.0,0.4042784718450118,0.0,0.5,common CBA source league/pathway; efficient scoring profile,14,16.071428571428573,15.8,0.4141111111111111,0.6168019987507808,0.437,0.375,0.8,,,,,,https://www.youtube.com/results?search_query=Pedro+Bradshaw+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Pedro+Bradshaw+G+League+basketball+highlights,Pedro Bradshaw G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Pedro+Bradshaw%22+basketball,https://www.google.com/search?q=%22Pedro+Bradshaw%22+%22G+League%22+official+basketball+stats,315,1.5705973957390307,2025-2026
316,Evan Gilyard,evangilyard,2025-2026,G League,TOT,pasted_stats_table,1.569423758223188,1.0,0.35891725511497374,0.0,0.5,common CBA source league/pathway; high usage proxy,29,17.448275862068964,15.4,0.4867777777777778,0.5057803468208093,0.343,0.312,0.966,,,,,,https://www.youtube.com/results?search_query=Evan+Gilyard+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Evan+Gilyard+G+League+basketball+highlights,Evan Gilyard G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Evan+Gilyard%22+basketball,https://www.google.com/search?q=%22Evan+Gilyard%22+%22G+League%22+official+basketball+stats,316,1.569423758223188,2025-2026
317,Alex Schumacher,alexschumacher,2025-2026,G League,TOT,pasted_stats_table,1.5692938393988776,1.0,0.3681753575955097,0.0,0.5,common CBA source league/pathway; high usage proxy,26,19.73076923076923,15.2,0.4929999999999999,0.4984260230849947,0.401,0.189,0.917,,,,,,https://www.youtube.com/results?search_query=Alex+Schumacher+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Alex+Schumacher+G+League+basketball+highlights,Alex Schumacher G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Alex+Schumacher%22+basketball,https://www.google.com/search?q=%22Alex+Schumacher%22+%22G+League%22+official+basketball+stats,317,1.5692938393988776,2025-2026
